id,title,category,source,tags,source_url
hf_ds_657f09ec3e3b5bea663e53c3,banned-historical-archives/banned-historical-archives,dataset,HuggingFace Datasets,format:imagefolder|library:datasets|library:mlcroissant|modality:image|region:us|size_categories:n<1K,https://huggingface.co/datasets/banned-historical-archives/banned-historical-archives
hf_ds_6582e9185b0dec368695b712,osv5m/osv5m,dataset,HuggingFace Datasets,license:cc-by-sa-4.0|region:us,https://huggingface.co/datasets/osv5m/osv5m
hf_ds_65a18a266e478287a038a6a6,jacobbieker/eumetsat-rss,dataset,HuggingFace Datasets,license:mit|region:us,https://huggingface.co/datasets/jacobbieker/eumetsat-rss
hf_ds_65ce59255f233e28db20fe4f,Kazimir-ai/text-to-image-prompts,dataset,HuggingFace Datasets,format:csv|language:en|library:datasets|library:mlcroissant|library:pandas|library:polars|license:apache-2.0|modality:text|prompts|region:us|size_categories:10K<n<100K|stable diffusion|text-to-image,https://huggingface.co/datasets/Kazimir-ai/text-to-image-prompts
hf_ds_661823b590a8b6724f1c6534,HuggingFaceM4/the_cauldron,dataset,HuggingFace Datasets,arxiv:1603.07396|arxiv:1612.00837|arxiv:1612.06890|arxiv:1709.00103|arxiv:1710.07300|arxiv:1912.03098|arxiv:2003.12462|arxiv:2205.00363|arxiv:2206.01718|arxiv:2208.05358|arxiv:2211.08545|arxiv:2306.05425|arxiv:2310.00367|arxiv:2312.12241|arxiv:2403.09029|arxiv:2405.02246|format:parquet|library:dask|library:datasets|library:mlcroissant|library:polars|modality:image|modality:text|region:us|size_categories:1M<n<10M,https://huggingface.co/datasets/HuggingFaceM4/the_cauldron
hf_ds_66293ead0326d8c0fc899ac0,labelmaker/arkit_labelmaker,dataset,HuggingFace Datasets,3D semantic segmentation|arxiv:2410.13924|doi:10.57967/hf/2389|indoor 3D scene dataset|language:en|license:bsd|pointcloud-segmentation|region:us|size_categories:1K<n<10K|task_categories:image-segmentation,https://huggingface.co/datasets/labelmaker/arkit_labelmaker
hf_ds_663b7fd5a4152b77b637ba11,TIGER-Lab/MMLU-Pro,dataset,HuggingFace Datasets,arxiv:2406.01574|benchmark:eval-yaml|benchmark:official|doi:10.57967/hf/2439|evaluation|format:parquet|language:en|library:datasets|library:mlcroissant|library:pandas|library:polars|license:mit|modality:tabular|modality:text|region:us|size_categories:10K<n<100K|task_categories:question-answering,https://huggingface.co/datasets/TIGER-Lab/MMLU-Pro
hf_ds_66708709d5c5d8fd8db3a5cf,mlfoundations/dclm-baseline-1.0,dataset,HuggingFace Datasets,arxiv:2406.11794|license:cc-by-4.0|region:us,https://huggingface.co/datasets/mlfoundations/dclm-baseline-1.0
hf_ds_669e6b2752cf1c619d4c0178,airtrain-ai/fineweb-edu-fortified,dataset,HuggingFace Datasets,arxiv:2109.07445|arxiv:2406.17557|format:parquet|language:en|library:dask|library:datasets|library:mlcroissant|library:polars|license:odc-by|modality:tabular|modality:text|region:us|size_categories:100M<n<1B|task_categories:text-generation,https://huggingface.co/datasets/airtrain-ai/fineweb-edu-fortified
hf_ds_66bb76014dbf7716986c7f86,princeton-nlp/SWE-bench_Verified,dataset,HuggingFace Datasets,format:parquet|library:datasets|library:mlcroissant|library:pandas|library:polars|modality:text|region:us|size_categories:n<1K,https://huggingface.co/datasets/princeton-nlp/SWE-bench_Verified
hf_ds_66dc4e6348cb97a720daea22,japanese-asr/whisper_transcriptions.reazon_speech_all,dataset,HuggingFace Datasets,format:parquet|library:dask|library:datasets|library:mlcroissant|library:polars|modality:audio|modality:text|region:us|size_categories:10M<n<100M,https://huggingface.co/datasets/japanese-asr/whisper_transcriptions.reazon_speech_all
hf_ds_66e4b270f5579b829f4c18eb,Zyphra/Zyda-2,dataset,HuggingFace Datasets,language:en|license:odc-by|region:us|size_categories:n>1T|task_categories:text-generation,https://huggingface.co/datasets/Zyphra/Zyda-2
hf_ds_675d7e29e24babdf1842d270,m-a-p/FineFineWeb,dataset,HuggingFace Datasets,language:en|license:apache-2.0|modality:tabular|modality:text|region:us|size_categories:1B<n<10B|task_categories:text-classification|task_categories:text-generation,https://huggingface.co/datasets/m-a-p/FineFineWeb
hf_ds_676477a23a379cdda443f577,hf-internal-testing/transformers_circleci_workflow_runs,dataset,HuggingFace Datasets,region:us,https://huggingface.co/datasets/hf-internal-testing/transformers_circleci_workflow_runs
hf_ds_6785649a41a64e1582b8bb05,Benjy/typed_digital_signatures,dataset,HuggingFace Datasets,computer-vision|digital-signatures|google-fonts|handwriting|image-classification|language:en|license:mit|modality:image|region:us|size_categories:10K<n<100K|synthetic-data|task_categories:image-classification|task_categories:image-feature-extraction|task_categories:zero-shot-image-classification,https://huggingface.co/datasets/Benjy/typed_digital_signatures
hf_ds_679255cc5a8e868cbe62569f,agents-course/course-images,dataset,HuggingFace Datasets,format:imagefolder|library:datasets|library:mlcroissant|modality:image|region:us|size_categories:n<1K,https://huggingface.co/datasets/agents-course/course-images
hf_ds_67b9b84c2eb0080c5fc8c88e,IPEC-COMMUNITY/bridge_orig_lerobot,dataset,HuggingFace Datasets,LeRobot|bridge_orig|license:apache-2.0|modality:video|openx|region:us|rlds|task_categories:robotics|widowx,https://huggingface.co/datasets/IPEC-COMMUNITY/bridge_orig_lerobot
