id,title,category,source,tags,source_url
arxiv_2606.12849v2,SemanticXR: Low Power and Real-time Queryable Semantic Mapping with an Object-Level Device-Cloud Architecture,cs.DC,ArXiv,,http://arxiv.org/abs/2606.12849v2
arxiv_2607.16074v1,JoyNexus: Service-Oriented Multi-Tenant Post-Training for VLA Models,cs.DC,ArXiv,,http://arxiv.org/abs/2607.16074v1
arxiv_2608.19147v1,Pre-Compiled Pipeline Shards for Distributed LLM Inference on Intel AI PC Fleets,cs.DC,ArXiv,,http://arxiv.org/abs/2608.19147v1
arxiv_2609.11923v1,GPU-CFR: 80x Faster Counterfactual Regret Minimization by Compiling the Game to Static Dataflow and CUDA Graph Replay,cs.DC,ArXiv,,http://arxiv.org/abs/2609.11923v1
arxiv_2609.12551v2,RoofLang: Enabling AI-Driven Architecting of LLM Inference Systems,cs.DC,ArXiv,,http://arxiv.org/abs/2609.12551v2
arxiv_2609.20359v1,Accelerating Sharded Data Parallelism at Scale with Federated Learning,cs.DC,ArXiv,,http://arxiv.org/abs/2609.20359v1
arxiv_2609.23321v1,Co-occurrence Patterns of LoRA Adapters in Production Diffusion Model Inference Services,cs.DC,ArXiv,,http://arxiv.org/abs/2609.23321v1
