id,title,category,source,tags,source_url
arxiv_2507.04346v8,Temporally smoothed incremental model-based heuristic dynamic programming for command-filtered cascaded online learning flight control,eess.SY,ArXiv,,http://arxiv.org/abs/2507.04346v8
arxiv_2604.21030v2,A Systematic Review and Taxonomy of Reinforcement Learning-Model Predictive Control Integration for Linear Systems,eess.SY,ArXiv,,http://arxiv.org/abs/2604.21030v2
arxiv_2607.18147v1,LLMs and Agentic AI Systems for Smart Grids: A Tutorial on Architectures and Applications,eess.SY,ArXiv,,http://arxiv.org/abs/2607.18147v1
arxiv_2608.02599v1,Bridging Artificial Intelligence and Power Systems Education Using a Hands-On Executable Framework,eess.SY,ArXiv,,http://arxiv.org/abs/2608.02599v1
