id,title,category,source,tags,source_url
hf_Qwen_Qwen3-Reranker-0.6B,Qwen/Qwen3-Reranker-0.6B,text-ranking,Hugging Face,arxiv:2506.05176|base_model:Qwen/Qwen3-0.6B-Base|base_model:finetune:Qwen/Qwen3-0.6B-Base|endpoints_compatible|license:apache-2.0|qwen3|region:us|safetensors|sentence-transformers|text-generation|text-ranking|transformers,https://huggingface.co/Qwen/Qwen3-Reranker-0.6B
hf_Qwen_Qwen3-Reranker-4B,Qwen/Qwen3-Reranker-4B,text-ranking,Hugging Face,arxiv:2506.05176|base_model:Qwen/Qwen3-4B-Base|base_model:finetune:Qwen/Qwen3-4B-Base|deploy:sagemaker|endpoints_compatible|license:apache-2.0|qwen3|region:us|safetensors|sentence-transformers|text-generation|text-ranking|transformers,https://huggingface.co/Qwen/Qwen3-Reranker-4B
