id,title,category,source,tags,source_url
arxiv_2603.00910v3,Curvature-Weighted Capacity Allocation: A Minimum Description Length Framework for Layer-Adaptive Large Language Model Optimization,cs.IT,ArXiv,,http://arxiv.org/abs/2603.00910v3
arxiv_2607.21517v1,Improved lower bounds for the Shannon capacity of odd cycles,cs.IT,ArXiv,,http://arxiv.org/abs/2607.21517v1
arxiv_2607.21517v2,Improved lower bounds for the Shannon capacity of odd cycles,cs.IT,ArXiv,,http://arxiv.org/abs/2607.21517v2
arxiv_2608.14511v1,Learning-to-Transition for Large-scale and High-Order MIMO Detection,cs.IT,ArXiv,,http://arxiv.org/abs/2608.14511v1
arxiv_2608.22923v2,Deep Learning-Based Multi-User Communication Design for Dense IoT Networks: Interference-Aware Finite-Blocklength Communication and Preliminary MIMO Extensions,cs.IT,ArXiv,,http://arxiv.org/abs/2608.22923v2
